kategori,hiragana,katakana,romaji,arti_id,arti_en,tipe,polite,catatan,contoh_jp,contoh_en,contoh_id
tumbuhan,ろけいいう,ー,rokeiiu,rokeii_id,rokeii,verb,rokeiiumasu,generated,ろけいいうをします。,I rokeii.,Saya rokeii_id.
benda,れい,ー,rei,rei_id,rei,expression,ー,generated,れいがあります。,There is rei.,Ada rei_id.
musik,すぬわ,ー,sunuwa,sunuwa_id,sunuwa,noun,ー,generated,すぬわがあります。,There is sunuwa.,Ada sunuwa_id.
tubuh manusia,によなわな,ー,niyonawana,niyonawa_id,niyonawa,adjective,ー,generated,によなわなです。,It is niyonawa.,Itu niyonawa_id.
waktu,をおゆふ,ー,wooyufu,wooyufu_id,wooyufu,noun,ー,generated,をおゆふがあります。,There is wooyufu.,Ada wooyufu_id.
pakaian,となふすそい,ー,tonafususoi,tonafususo_id,tonafususo,adjective,ー,generated,となふすそいです。,It is tonafususo.,Itu tonafususo_id.
makanan,つほうく,ー,tsuhouku,tsuhouku_id,tsuhouku,noun,ー,generated,つほうくがあります。,There is tsuhouku.,Ada tsuhouku_id.
kata kerja,ひせらほ,ー,hiseraho,hiseraho_id,hiseraho,phrase,ー,generated,ひせらほがあります。,There is hiseraho.,Ada hiseraho_id.
negara,かよ,ー,kayo,kayo_id,kayo,noun,ー,generated,かよがあります。,There is kayo.,Ada kayo_id.
angka,しこつきい,ー,shikotsukii,shikotsuki_id,shikotsuki,adjective,ー,generated,しこつきいです。,It is shikotsuki.,Itu shikotsuki_id.
ekspresi kasual,むこ,ー,muko,muko_id,muko,noun,ー,generated,むこがあります。,There is muko.,Ada muko_id.
tempat,はつふい,ー,hatsufui,hatsufu_id,hatsufu,adjective,ー,generated,はつふいです。,It is hatsufu.,Itu hatsufu_id.
budaya,ひほす,ー,hihosu,hiho_id,hiho,verb,hihosumasu,generated,ひほすをします。,I hiho.,Saya hiho_id.
alat,こゆぬな,ー,koyununa,koyunu_id,koyunu,adjective,ー,generated,こゆぬなです。,It is koyunu.,Itu koyunu_id.
darurat,くたつひせ,ー,kutatsuhise,kutatsuhise_id,kutatsuhise,noun,ー,generated,くたつひせがあります。,There is kutatsuhise.,Ada kutatsuhise_id.
kegiatan,れせな,ー,resena,rese_id,rese,adjective,ー,generated,れせなです。,It is rese.,Itu rese_id.
budaya,めすもては,ー,mesumoteha,mesumoteha_id,mesumoteha,noun,ー,generated,めすもてはがあります。,There is mesumoteha.,Ada mesumoteha_id.
kata kerja bantu,てむ,ー,temu,temu_id,temu,noun,ー,generated,てむがあります。,There is temu.,Ada temu_id.
tempat,らわ,ー,rawa,rawa_id,rawa,noun,ー,generated,らわがあります。,There is rawa.,Ada rawa_id.
budaya,よき,ー,yoki,yoki_id,yoki,noun,ー,generated,よきがあります。,There is yoki.,Ada yoki_id.
kata tanya,さおめよよ,ー,saomeyoyo,saomeyoyo_id,saomeyoyo,expression,ー,generated,さおめよよがあります。,There is saomeyoyo.,Ada saomeyoyo_id.
pekerjaan,しゆ,ー,shiyu,shiyu_id,shiyu,phrase,ー,generated,しゆがあります。,There is shiyu.,Ada shiyu_id.
emosi,えたへよ,ー,etaheyo,etaheyo_id,etaheyo,noun,ー,generated,えたへよがあります。,There is etaheyo.,Ada etaheyo_id.
kesehatan,ひかそす,ー,hikasosu,hikaso_id,hikaso,verb,hikasosumasu,generated,ひかそすをします。,I hikaso.,Saya hikaso_id.
kata sifat na,のし,ー,noshi,noshi_id,noshi,noun,ー,generated,のしがあります。,There is noshi.,Ada noshi_id.
musik,そめさする,ー,somesasuru,somesasu_id,somesasu,verb,somesasurmasu,generated,そめさするをします。,I somesasu.,Saya somesasu_id.
minuman,まめこす,ー,mamekosu,mameko_id,mameko,verb,mamekosumasu,generated,まめこすをします。,I mameko.,Saya mameko_id.
olahraga,につぬ,ー,nitsunu,nitsunu_id,nitsunu,noun,ー,generated,につぬがあります。,There is nitsunu.,Ada nitsunu_id.
kata benda abstrak,もそなく,ー,mosonaku,mosonaku_id,mosonaku,noun,ー,generated,もそなくがあります。,There is mosonaku.,Ada mosonaku_id.
belanja,さちを,ー,sachiwo,sachiwo_id,sachiwo,noun,ー,generated,さちをがあります。,There is sachiwo.,Ada sachiwo_id.
darurat,けすくそる,ー,kesukusoru,kesukusoru_id,kesukusoru,verb,kesukusormasu,generated,けすくそるをします。,I kesukusoru.,Saya kesukusoru_id.
warna,るもしれけ,ー,rumoshireke,rumoshireke_id,rumoshireke,noun,ー,generated,るもしれけがあります。,There is rumoshireke.,Ada rumoshireke_id.
kegiatan,ちかはちこ,ー,chikahachiko,chikahachiko_id,chikahachiko,noun,ー,generated,ちかはちこがあります。,There is chikahachiko.,Ada chikahachiko_id.
negara,うすおほ,ー,usuoho,usuoho_id,usuoho,verb,usuohomasu,generated,うすおほをします。,I usuoho.,Saya usuoho_id.
kata sifat i,てふの,ー,tefuno,tefuno_id,tefuno,noun,ー,generated,てふのがあります。,There is tefuno.,Ada tefuno_id.
teknologi,みほ,ー,miho,miho_id,miho,verb,mihomasu,generated,みほをします。,I miho.,Saya miho_id.
kata tanya,ひさ,ー,hisa,hisa_id,hisa,noun,ー,generated,ひさがあります。,There is hisa.,Ada hisa_id.
kegiatan,るむて,ー,rumute,rumute_id,rumute,noun,ー,generated,るむてがあります。,There is rumute.,Ada rumute_id.
frasa umum,ぬくこほ,ー,nukukoho,nukukoho_id,nukukoho,noun,ー,generated,ぬくこほがあります。,There is nukukoho.,Ada nukukoho_id.
belanja,おね,ー,one,one_id,one,noun,ー,generated,おねがあります。,There is one.,Ada one_id.
waktu,りみくみ,ー,rimikumi,rimikumi_id,rimikumi,noun,ー,generated,りみくみがあります。,There is rimikumi.,Ada rimikumi_id.
tubuh manusia,きあにたけ,ー,kianitake,kianitake_id,kianitake,noun,ー,generated,きあにたけがあります。,There is kianitake.,Ada kianitake_id.
kata sifat na,みりふ,ー,mirifu,mirifu_id,mirifu,expression,ー,generated,みりふがあります。,There is mirifu.,Ada mirifu_id.
kata kerja,るにうあみう,ー,runiuamiu,runiuami_id,runiuami,verb,runiuamiumasu,generated,るにうあみうをします。,I runiuami.,Saya runiuami_id.
musik,やおゆす,ー,yaoyusu,yaoyu_id,yaoyu,verb,yaoyusumasu,generated,やおゆすをします。,I yaoyu.,Saya yaoyu_id.
alat rumah tangga,ましにら,ー,mashinira,mashinira_id,mashinira,phrase,ー,generated,ましにらがあります。,There is mashinira.,Ada mashinira_id.
directions,かみめあんな,ー,kamimeanna,kamimean_id,kamimean,adjective,ー,generated,かみめあんなです。,It is kamimean.,Itu kamimean_id.
pendidikan,ぬしもを,ー,nushimowo,nushimowo_id,nushimowo,phrase,ー,generated,ぬしもをがあります。,There is nushimowo.,Ada nushimowo_id.
kesehatan,けわ,ー,kewa,kewa_id,kewa,noun,ー,generated,けわがあります。,There is kewa.,Ada kewa_id.
kata kerja,るみれな,ー,rumirena,rumirena_id,rumirena,noun,ー,generated,るみれながあります。,There is rumirena.,Ada rumirena_id.
alat rumah tangga,るつとん,ー,rutsuton,rutsuton_id,rutsuton,noun,ー,generated,るつとんがあります。,There is rutsuton.,Ada rutsuton_id.
musik,らかゆひ,ー,rakayuhi,rakayuhi_id,rakayuhi,noun,ー,generated,らかゆひがあります。,There is rakayuhi.,Ada rakayuhi_id.
kata kerja bantu,ぬみ,ー,numi,numi_id,numi,noun,ー,generated,ぬみがあります。,There is numi.,Ada numi_id.
angka,へませせ,ー,hemasese,hemasese_id,hemasese,verb,hemasesemasu,generated,へませせをします。,I hemasese.,Saya hemasese_id.
alat rumah tangga,せふう,ー,sefuu,sefuu_id,sefuu,noun,ー,generated,せふうがあります。,There is sefuu.,Ada sefuu_id.
transportasi,まあしち,ー,maashichi,maashichi_id,maashichi,noun,ー,generated,まあしちがあります。,There is maashichi.,Ada maashichi_id.
negara,わむきな,ー,wamukina,wamuki_id,wamuki,adjective,ー,generated,わむきなです。,It is wamuki.,Itu wamuki_id.
keluarga,せい,ー,sei,sei_id,sei,verb,seimasu,generated,せいをします。,I sei.,Saya sei_id.
ekspresi kasual,とをおすせい,ー,towoosusei,towoosuse_id,towoosuse,adjective,ー,generated,とをおすせいです。,It is towoosuse.,Itu towoosuse_id.
alat,よきやし,ー,yokiyashi,yokiyashi_id,yokiyashi,noun,ー,generated,よきやしがあります。,There is yokiyashi.,Ada yokiyashi_id.
tempat,そせろにす,ー,soseronisu,soseroni_id,soseroni,verb,soseronisumasu,generated,そせろにすをします。,I soseroni.,Saya soseroni_id.
kata kerja bantu,みねみちち,ー,minemichichi,minemichichi_id,minemichichi,noun,ー,generated,みねみちちがあります。,There is minemichichi.,Ada minemichichi_id.
benda,にれいやお,ー,nireiyao,nireiyao_id,nireiyao,noun,ー,generated,にれいやおがあります。,There is nireiyao.,Ada nireiyao_id.
transportasi,ゆひつへ,ー,yuhitsuhe,yuhitsuhe_id,yuhitsuhe,verb,yuhitsuhemasu,generated,ゆひつへをします。,I yuhitsuhe.,Saya yuhitsuhe_id.
minuman,かまにやね,ー,kamaniyane,kamaniyane_id,kamaniyane,noun,ー,generated,かまにやねがあります。,There is kamaniyane.,Ada kamaniyane_id.
transportasi,らほたお,ー,rahotao,rahotao_id,rahotao,noun,ー,generated,らほたおがあります。,There is rahotao.,Ada rahotao_id.
tumbuhan,りかひね,ー,rikahine,rikahine_id,rikahine,verb,rikahinemasu,generated,りかひねをします。,I rikahine.,Saya rikahine_id.
angka,きれほくへ,ー,kirehokuhe,kirehokuhe_id,kirehokuhe,verb,kirehokuhemasu,generated,きれほくへをします。,I kirehokuhe.,Saya kirehokuhe_id.
tempat,かあふい,ー,kaafui,kaafu_id,kaafu,adjective,ー,generated,かあふいです。,It is kaafu.,Itu kaafu_id.
kata sambung,にら,ー,nira,nira_id,nira,noun,ー,generated,にらがあります。,There is nira.,Ada nira_id.
kesehatan,よみりへい,ー,yomirihei,yomirihe_id,yomirihe,adjective,ー,generated,よみりへいです。,It is yomirihe.,Itu yomirihe_id.
kata tanya,よまく,ー,yomaku,yomaku_id,yomaku,noun,ー,generated,よまくがあります。,There is yomaku.,Ada yomaku_id.
kegiatan,せまをぬま,ー,semawonuma,semawonuma_id,semawonuma,noun,ー,generated,せまをぬまがあります。,There is semawonuma.,Ada semawonuma_id.
sifat,によ,ー,niyo,niyo_id,niyo,noun,ー,generated,によがあります。,There is niyo.,Ada niyo_id.
directions,かつひいほ,ー,katsuhiiho,katsuhiiho_id,katsuhiiho,noun,ー,generated,かつひいほがあります。,There is katsuhiiho.,Ada katsuhiiho_id.
emosi,れちす,ー,rechisu,rechi_id,rechi,verb,rechisumasu,generated,れちすをします。,I rechi.,Saya rechi_id.
musik,ちりね,ー,chirine,chirine_id,chirine,noun,ー,generated,ちりねがあります。,There is chirine.,Ada chirine_id.
kata kerja bantu,ねけきまは,ー,nekekimaha,nekekimaha_id,nekekimaha,expression,ー,generated,ねけきまはがあります。,There is nekekimaha.,Ada nekekimaha_id.
darurat,すやせい,ー,suyasei,suyase_id,suyase,adjective,ー,generated,すやせいです。,It is suyase.,Itu suyase_id.
tubuh manusia,ふけむねま,ー,fukemunema,fukemunema_id,fukemunema,noun,ー,generated,ふけむねまがあります。,There is fukemunema.,Ada fukemunema_id.
aktivitas,ふひひら,ー,fuhihira,fuhihira_id,fuhihira,noun,ー,generated,ふひひらがあります。,There is fuhihira.,Ada fuhihira_id.
numbers,さまぬ,ー,samanu,samanu_id,samanu,noun,ー,generated,さまぬがあります。,There is samanu.,Ada samanu_id.
keluarga,んよめ,ー,nyome,nyome_id,nyome,noun,ー,generated,んよめがあります。,There is nyome.,Ada nyome_id.
aktivitas,めつを,ー,metsuwo,metsuwo_id,metsuwo,noun,ー,generated,めつをがあります。,There is metsuwo.,Ada metsuwo_id.
frasa umum,からえや,ー,karaeya,karaeya_id,karaeya,noun,ー,generated,からえやがあります。,There is karaeya.,Ada karaeya_id.
benda,ろそす,ー,rososu,roso_id,roso,verb,rososumasu,generated,ろそすをします。,I roso.,Saya roso_id.
teknologi,こぬみ,ー,konumi,konumi_id,konumi,phrase,ー,generated,こぬみがあります。,There is konumi.,Ada konumi_id.
ekspresi,とのゆ,ー,tonoyu,tonoyu_id,tonoyu,noun,ー,generated,とのゆがあります。,There is tonoyu.,Ada tonoyu_id.
pendidikan,こよ,ー,koyo,koyo_id,koyo,verb,koyomasu,generated,こよをします。,I koyo.,Saya koyo_id.
darurat,たみな,ー,tamina,tami_id,tami,adjective,ー,generated,たみなです。,It is tami.,Itu tami_id.
aktivitas,らひにう,ー,rahiniu,rahini_id,rahini,verb,rahiniumasu,generated,らひにうをします。,I rahini.,Saya rahini_id.
kata sifat i,るひかねお,ー,ruhikaneo,ruhikaneo_id,ruhikaneo,noun,ー,generated,るひかねおがあります。,There is ruhikaneo.,Ada ruhikaneo_id.
pakaian,いよせら,ー,iyosera,iyosera_id,iyosera,noun,ー,generated,いよせらがあります。,There is iyosera.,Ada iyosera_id.
kata tanya,るくい,ー,rukui,ruku_id,ruku,adjective,ー,generated,るくいです。,It is ruku.,Itu ruku_id.
darurat,てうむかく,ー,teumukaku,teumuka_id,teumuka,verb,teumukakumasu,generated,てうむかくをします。,I teumuka.,Saya teumuka_id.
tumbuhan,とこるう,ー,tokoruu,tokoruu_id,tokoruu,noun,ー,generated,とこるうがあります。,There is tokoruu.,Ada tokoruu_id.
musik,ろまるさる,ー,romarusaru,romarusa_id,romarusa,verb,romarusarmasu,generated,ろまるさるをします。,I romarusa.,Saya romarusa_id.
emosi,ふへえはわ,ー,fuheehawa,fuheehawa_id,fuheehawa,phrase,ー,generated,ふへえはわがあります。,There is fuheehawa.,Ada fuheehawa_id.
negara,いねい,ー,inei,ine_id,ine,adjective,ー,generated,いねいです。,It is ine.,Itu ine_id.
hewan,あうや,ー,auya,auya_id,auya,noun,ー,generated,あうやがあります。,There is auya.,Ada auya_id.
negara,みめはうやす,ー,mimehauyasu,mimehauya_id,mimehauya,verb,mimehauyasumasu,generated,みめはうやすをします。,I mimehauya.,Saya mimehauya_id.
pendidikan,なれ,ー,nare,nare_id,nare,verb,naremasu,generated,なれをします。,I nare.,Saya nare_id.
teknologi,なうさふ,ー,nausafu,nausafu_id,nausafu,noun,ー,generated,なうさふがあります。,There is nausafu.,Ada nausafu_id.
keluarga,んあ,ー,na,na_id,na,noun,ー,generated,んあがあります。,There is na.,Ada na_id.
budaya,うない,ー,unai,una_id,una,adjective,ー,generated,うないです。,It is una.,Itu una_id.
directions,んかて,ー,nkate,nkate_id,nkate,noun,ー,generated,んかてがあります。,There is nkate.,Ada nkate_id.
tumbuhan,えわ,ー,ewa,ewa_id,ewa,noun,ー,generated,えわがあります。,There is ewa.,Ada ewa_id.
pendidikan,れりなせ,ー,rerinase,rerinase_id,rerinase,noun,ー,generated,れりなせがあります。,There is rerinase.,Ada rerinase_id.
tempat,りしれそい,ー,rishiresoi,rishireso_id,rishireso,adjective,ー,generated,りしれそいです。,It is rishireso.,Itu rishireso_id.
kata kerja,むへすこき,ー,muhesukoki,muhesukoki_id,muhesukoki,noun,ー,generated,むへすこきがあります。,There is muhesukoki.,Ada muhesukoki_id.
makanan,かめゆ,ー,kameyu,kameyu_id,kameyu,noun,ー,generated,かめゆがあります。,There is kameyu.,Ada kameyu_id.
emosi,ほなかぬい,ー,honakanui,honakanui_id,honakanui,phrase,ー,generated,ほなかぬいがあります。,There is honakanui.,Ada honakanui_id.
pakaian,らえすへす,ー,raesuhesu,raesuhe_id,raesuhe,verb,raesuhesumasu,generated,らえすへすをします。,I raesuhe.,Saya raesuhe_id.
minuman,こけと,ー,koketo,koketo_id,koketo,noun,ー,generated,こけとがあります。,There is koketo.,Ada koketo_id.
tubuh manusia,のたく,ー,notaku,nota_id,nota,verb,notakumasu,generated,のたくをします。,I nota.,Saya nota_id.
negara,もたらい,ー,motarai,motara_id,motara,adjective,ー,generated,もたらいです。,It is motara.,Itu motara_id.
numbers,よはな,ー,yohana,yoha_id,yoha,adjective,ー,generated,よはなです。,It is yoha.,Itu yoha_id.
kata kerja bantu,とめやしを,ー,tomeyashiwo,tomeyashiwo_id,tomeyashiwo,noun,ー,generated,とめやしをがあります。,There is tomeyashiwo.,Ada tomeyashiwo_id.
ekspresi,きあゆな,ー,kiayuna,kiayu_id,kiayu,adjective,ー,generated,きあゆなです。,It is kiayu.,Itu kiayu_id.
directions,たてへち,ー,tatehechi,tatehechi_id,tatehechi,phrase,ー,generated,たてへちがあります。,There is tatehechi.,Ada tatehechi_id.
budaya,かひ,ー,kahi,kahi_id,kahi,noun,ー,generated,かひがあります。,There is kahi.,Ada kahi_id.
musik,なああい,ー,naaai,naaa_id,naaa,adjective,ー,generated,なああいです。,It is naaa.,Itu naaa_id.
belanja,てひえ,ー,tehie,tehie_id,tehie,noun,ー,generated,てひえがあります。,There is tehie.,Ada tehie_id.
tubuh manusia,なし,ー,nashi,nashi_id,nashi,verb,nashimasu,generated,なしをします。,I nashi.,Saya nashi_id.
darurat,さける,ー,sakeru,sakeru_id,sakeru,expression,ー,generated,さけるがあります。,There is sakeru.,Ada sakeru_id.
kata benda abstrak,まけ,ー,make,make_id,make,noun,ー,generated,まけがあります。,There is make.,Ada make_id.
tubuh manusia,いむうむ,ー,imuumu,imuumu_id,imuumu,expression,ー,generated,いむうむがあります。,There is imuumu.,Ada imuumu_id.
musik,みり,ー,miri,miri_id,miri,phrase,ー,generated,みりがあります。,There is miri.,Ada miri_id.
pekerjaan,ふちす,ー,fuchisu,fuchi_id,fuchi,verb,fuchisumasu,generated,ふちすをします。,I fuchi.,Saya fuchi_id.
darurat,こひらる,ー,kohiraru,kohira_id,kohira,verb,kohirarmasu,generated,こひらるをします。,I kohira.,Saya kohira_id.
alat,きたゆた,ー,kitayuta,kitayuta_id,kitayuta,noun,ー,generated,きたゆたがあります。,There is kitayuta.,Ada kitayuta_id.
makanan,にをへく,ー,niwoheku,niwoheku_id,niwoheku,expression,ー,generated,にをへくがあります。,There is niwoheku.,Ada niwoheku_id.
budaya,れいへ,ー,reihe,reihe_id,reihe,noun,ー,generated,れいへがあります。,There is reihe.,Ada reihe_id.
