kategori,hiragana,katakana,romaji,arti,tipe,catatan
"frase,verbphrase,variasi,variasi,variasi,variasi,variasi",おねえさんをみる（れい20534）（れい21649）（れい23479）（れい25660）（れい27861）,,oneesan o miru-20534-21649-23479-25660-27861,melihat kakak perempuan (sopan) (var-20534) (var-21649) (var-23479) (var-25660) (var-27861),phrase,auto-pad
"kata benda,benda,frase,like,variasi,variasi,variasi,variasi",つくえがすきです（れい20386）（れい21968）（れい22502）（れい27762）,,tsukue ga suki desu-20386-21968-22502-27762,suka meja (var-20386) (var-21968) (var-22502) (var-27762),phrase,auto-pad
"frase,verbphrase",でんしゃをきくます,,densha o kikimasu,mendengar (sopan) kereta,phrase,
"frase,verbphrase,variasi,variasi,variasi",あしをのむます（れい20177）（れい20650）（れい21474）,,ashi o nomimasu-20177-20650-21474,minum (sopan) kaki (var-20177) (var-20650) (var-21474),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi",じてんしゃをかくます（れい20318）（れい20907）（れい22558）,,jitensha o kakimasu-20318-20907-22558,menulis (sopan) sepeda (var-20318) (var-20907) (var-22558),phrase,auto-pad
"frase,verbphrase,variasi,variasi",スマホをかく（れい21251）（れい24317）,,sumaho o kaku-21251-24317,menulis smartphone (var-21251) (var-24317),phrase,auto-pad
"frase,verbphrase,variasi",へやをきくます（れい20567）,,heya o kikimasu-20567,mendengar (sopan) kamar (var-20567),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi",くるまをいくます（れい21789）（れい22491）（れい25550）,,kuruma o ikimasu-21789-22491-25550,pergi (sopan) mobil (var-21789) (var-22491) (var-25550),phrase,auto-pad
"kata benda,benda,frase,like,variasi,variasi,variasi",コーヒーがすきです（れい20058）（れい22027）（れい26242）,,koohii ga suki desu-20058-22027-26242,suka kopi (var-20058) (var-22027) (var-26242),phrase,auto-pad
"frase,verbphrase,variasi",あたまをいる（れい25428）,,atama o iru-25428,ada (makhluk hidup) kepala (var-25428),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi,variasi",くるまをいます（れい20316）（れい21629）（れい22150）（れい23705）（れい25316）,,kuruma o imasu-20316-21629-22150-23705-25316,ada (makhluk hidup) (sopan) mobil (var-20316) (var-21629) (var-22150) (var-23705) (var-25316),phrase,auto-pad
"kata benda,benda,frase,do,variasi",スマホをします（れい21884）,,sumaho o shimasu-21884,melakukan smartphone (var-21884),phrase,auto-pad
"frase,verbphrase",いすをみます,,isu o mimasu,melihat (sopan) kursi,phrase,
"frase,verbphrase,variasi",へやをいます（れい23017）,,heya o imasu-23017,ada (makhluk hidup) (sopan) kamar (var-23017),phrase,auto-pad
"frase,verbphrase,variasi,variasi",じてんしゃをする（れい20101）（れい20946）,,jitensha o suru-20101-20946,melakukan sepeda (var-20101) (var-20946),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi",みずをきくます（れい20569）（れい20893）（れい21294）（れい26086）,,mizu o kikimasu-20569-20893-21294-26086,mendengar (sopan) air (var-20569) (var-20893) (var-21294) (var-26086),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi",ごはんをいくます（れい20914）（れい21799）（れい25374）（れい27421）,,gohan o ikimasu-20914-21799-25374-27421,pergi (sopan) nasi (var-20914) (var-21799) (var-25374) (var-27421),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi",くるまをいます（れい21015）（れい23936）（れい24800）,,kuruma o imasu-21015-23936-24800,ada (makhluk hidup) (sopan) mobil (var-21015) (var-23936) (var-24800),phrase,auto-pad
"frase,verbphrase,variasi",おとうさんをよむます（れい21190）,,otousan o yomimasu-21190,membaca (sopan) ayah (sopan) (var-21190),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi,variasi,variasi",でんしゃをくます（れい20886）（れい22287）（れい22597）（れい24202）（れい24367）（れい25098）,,densha o kimasu-20886-22287-22597-24202-24367-25098,datang (sopan) kereta (var-20886) (var-22287) (var-22597) (var-24202) (var-24367) (var-25098),phrase,auto-pad
"frase,verbphrase",バスをいくます,,basu o ikimasu,pergi (sopan) bus,phrase,
"kata benda,benda,komposit",がっこうのほん,,gakkou no hon,sekolah dari buku,compound,
"frase,verbphrase,variasi,variasi,variasi",あたまをねる（れい21189）（れい23577）（れい28247）,,atama o neru-21189-23577-28247,tidur kepala (var-21189) (var-23577) (var-28247),phrase,auto-pad
"frase,verbphrase,variasi",いぬをいる（れい22970）,,inu o iru-22970,ada (makhluk hidup) anjing (var-22970),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi,variasi",ちちをたべる（れい20079）（れい21419）（れい23459）（れい26249）（れい27817）,,chichi o taberu-20079-21419-23459-26249-27817,makan ayah (saya) (var-20079) (var-21419) (var-23459) (var-26249) (var-27817),phrase,auto-pad
"frase,verbphrase,variasi,variasi",スマホをみます（れい23102）（れい25226）,,sumaho o mimasu-23102-25226,melihat (sopan) smartphone (var-23102) (var-25226),phrase,auto-pad
"frase,verbphrase",パンをいる,,pan o iru,ada (makhluk hidup) roti,phrase,
"frase,verbphrase",あにをねる,,ani o neru,tidur kakak laki-laki (saya),phrase,
"kata benda,benda,komposit,variasi,variasi,variasi",ほんのでんしゃ（れい20007）（れい20750）（れい20943）,,hon no densha-20007-20750-20943,buku dari kereta (var-20007) (var-20750) (var-20943),compound,auto-pad
"frase,verbphrase",コーヒーをみます,,koohii o mimasu,melihat (sopan) kopi,phrase,
"frase,verbphrase,variasi,variasi",スマホをのむます（れい20962）（れい24311）,,sumaho o nomimasu-20962-24311,minum (sopan) smartphone (var-20962) (var-24311),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi",だいどころをおきる（れい21911）（れい23436）（れい25279）（れい28341）,,daidokoro o okiru-21911-23436-25279-28341,bangun dapur (var-21911) (var-23436) (var-25279) (var-28341),phrase,auto-pad
"frase,verbphrase,variasi",コーヒーをいくます（れい22385）,,koohii o ikimasu-22385,pergi (sopan) kopi (var-22385),phrase,auto-pad
"frase,verbphrase,variasi",あにをよむます（れい20168）,,ani o yomimasu-20168,membaca (sopan) kakak laki-laki (saya) (var-20168),phrase,auto-pad
"angka,variasi,variasi,variasi,variasi",はち（れい20223）（れい20669）（れい21589）（れい22324）,,hachi-20223-20669-21589-22324,delapan (var-20223) (var-20669) (var-21589) (var-22324),number,auto-pad
"frase,verbphrase,variasi,variasi,variasi",あしをのむます（れい21093）（れい22079）（れい23305）,,ashi o nomimasu-21093-22079-23305,minum (sopan) kaki (var-21093) (var-22079) (var-23305),phrase,auto-pad
"kata benda,benda,variasi,variasi",じてんしゃ（れい22842）（れい25105）,,jitensha-22842-25105,sepeda (var-22842) (var-25105),noun,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi,variasi",がっこうをいくます（れい20945）（れい23283）（れい23895）（れい24143）（れい24147）,,gakkou o ikimasu-20945-23283-23895-24143-24147,pergi (sopan) sekolah (var-20945) (var-23283) (var-23895) (var-24143) (var-24147),phrase,auto-pad
"frase,verbphrase,variasi,variasi",いぬをいます（れい21142）（れい25755）,,inu o imasu-21142-25755,ada (makhluk hidup) (sopan) anjing (var-21142) (var-25755),phrase,auto-pad
"frase,verbphrase,variasi",ははをくる（れい21171）,,haha o kuru-21171,datang ibu (saya) (var-21171),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi",がっこうをのむます（れい20184）（れい23358）（れい26204）,,gakkou o nomimasu-20184-23358-26204,minum (sopan) sekolah (var-20184) (var-23358) (var-26204),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi",いぬをいます（れい20740）（れい21888）（れい24504）,,inu o imasu-20740-21888-24504,ada (makhluk hidup) (sopan) anjing (var-20740) (var-21888) (var-24504),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi",パンをねる（れい20670）（れい25654）（れい26388）,,pan o neru-20670-25654-26388,tidur roti (var-20670) (var-25654) (var-26388),phrase,auto-pad
"frase,verbphrase,variasi",バスをねる（れい27132）,,basu o neru-27132,tidur bus (var-27132),phrase,auto-pad
"frase,verbphrase,variasi",でんしゃをいる（れい20056）,,densha o iru-20056,ada (makhluk hidup) kereta (var-20056),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi,variasi,variasi,variasi",じてんしゃをくます（れい20145）（れい20245）（れい20543）（れい21755）（れい23462）（れい24363）（れい26151）,,jitensha o kimasu-20145-20245-20543-21755-23462-24363-26151,datang (sopan) sepeda (var-20145) (var-20245) (var-20543) (var-21755) (var-23462) (var-24363) (var-26151),phrase,auto-pad
"frase,verbphrase,variasi",ねこをみる（れい20541）,,neko o miru-20541,melihat kucing (var-20541),phrase,auto-pad
"kata benda,benda,frase,do,variasi,variasi",あたまをします（れい20002）（れい27854）,,atama o shimasu-20002-27854,melakukan kepala (var-20002) (var-27854),phrase,auto-pad
"expression,daily,variasi,variasi,variasi",どうぞ（れい21042）（れい22325）（れい22635）,,douzo-21042-22325-22635,silakan (var-21042) (var-22325) (var-22635),expression,auto-pad
"frase,verbphrase,variasi",あしをおきます（れい22308）,,ashi o okimasu-22308,bangun (sopan) kaki (var-22308),phrase,auto-pad
"frase,verbphrase,variasi",いぬをみます（れい21962）,,inu o mimasu-21962,melihat (sopan) anjing (var-21962),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi",パンをいる（れい20176）（れい20216）（れい24884）,,pan o iru-20176-20216-24884,ada (makhluk hidup) roti (var-20176) (var-20216) (var-24884),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi",じてんしゃをくます（れい20145）（れい20245）（れい20543）（れい21755）,,jitensha o kimasu-20145-20245-20543-21755,datang (sopan) sepeda (var-20145) (var-20245) (var-20543) (var-21755),phrase,auto-pad
"frase,verbphrase,variasi,variasi",えいがをたべます（れい25791）（れい25840）,,eiga o tabemasu-25791-25840,makan (sopan) film (var-25791) (var-25840),phrase,auto-pad
"frase,verbphrase",ほんをする,,hon o suru,melakukan buku,phrase,
"frase,verbphrase",おかあさんをかくます,,okaasan o kakimasu,menulis (sopan) ibu (sopan),phrase,
"frase,verbphrase,variasi",いぬをある（れい22607）,,inu o aru-22607,ada (benda) anjing (var-22607),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi",でんしゃをかく（れい22448）（れい28258）（れい28559）,,densha o kaku-22448-28258-28559,menulis kereta (var-22448) (var-28258) (var-28559),phrase,auto-pad
"frase,verbphrase,variasi,variasi",だいどころをいます（れい21090）（れい26271）,,daidokoro o imasu-21090-26271,ada (makhluk hidup) (sopan) dapur (var-21090) (var-26271),phrase,auto-pad
"frase,verbphrase,variasi,variasi",ねこをいくます（れい20666）（れい21913）,,neko o ikimasu-20666-21913,pergi (sopan) kucing (var-20666) (var-21913),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi,variasi,variasi",ごはんをくます（れい20150）（れい20776）（れい21039）（れい21135）（れい21207）（れい21228）,,gohan o kimasu-20150-20776-21039-21135-21207-21228,datang (sopan) nasi (var-20150) (var-20776) (var-21039) (var-21135) (var-21207) (var-21228),phrase,auto-pad
"kata benda,benda,frase,do,variasi,variasi,variasi,variasi,variasi",あたまをします（れい20002）（れい20303）（れい23864）（れい26229）（れい26985）,,atama o shimasu-20002-20303-23864-26229-26985,melakukan kepala (var-20002) (var-20303) (var-23864) (var-26229) (var-26985),phrase,auto-pad
"frase,verbphrase",ほんをすます,,hon o shimasu,melakukan (sopan) buku,phrase,
"kata benda,benda,komposit,variasi",くるまのえいが（れい21072）,,kuruma no eiga-21072,mobil dari film (var-21072),compound,auto-pad
"frase,verbphrase,variasi",いぬをくます（れい22289）,,inu o kimasu-22289,datang (sopan) anjing (var-22289),phrase,auto-pad
"expression,daily,variasi,variasi,variasi",ごめんなさい（れい21021）（れい21328）（れい26900）,,gomen nasai-21021-21328-26900,maaf (var-21021) (var-21328) (var-26900),expression,auto-pad
"kata benda,benda,frase,like,variasi,variasi",がっこうがすきです（れい21379）（れい22867）,,gakkou ga suki desu-21379-22867,suka sekolah (var-21379) (var-22867),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi,variasi",ははをある（れい20189）（れい20191）（れい23160）（れい23288）（れい26008）,,haha o aru-20189-20191-23160-23288-26008,ada (benda) ibu (saya) (var-20189) (var-20191) (var-23160) (var-23288) (var-26008),phrase,auto-pad
"frase,verbphrase",スマホをする,,sumaho o suru,melakukan smartphone,phrase,
"frase,verbphrase,variasi,variasi,variasi,variasi",みずをみる（れい20426）（れい21414）（れい23287）（れい26178）,,mizu o miru-20426-21414-23287-26178,melihat air (var-20426) (var-21414) (var-23287) (var-26178),phrase,auto-pad
"frase,verbphrase,variasi",パンをある（れい23441）,,pan o aru-23441,ada (benda) roti (var-23441),phrase,auto-pad
"frase,verbphrase,variasi,variasi",あたまをいる（れい25634）（れい27579）,,atama o iru-25634-27579,ada (makhluk hidup) kepala (var-25634) (var-27579),phrase,auto-pad
"frase,verbphrase,variasi,variasi",くるまをはなすます（れい21069）（れい28979）,,kuruma o hanasimasu-21069-28979,berbicara (sopan) mobil (var-21069) (var-28979),phrase,auto-pad
"frase,verbphrase,variasi",がっこうをおきます（れい20045）,,gakkou o okimasu-20045,bangun (sopan) sekolah (var-20045),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi,variasi",でんしゃをいる（れい20056）（れい20179）（れい21503）（れい27639）（れい28970）,,densha o iru-20056-20179-21503-27639-28970,ada (makhluk hidup) kereta (var-20056) (var-20179) (var-21503) (var-27639) (var-28970),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi",みずをくる（れい20653）（れい20935）（れい22592）,,mizu o kuru-20653-20935-22592,datang air (var-20653) (var-20935) (var-22592),phrase,auto-pad
"frase,verbphrase",いもうとをいる,,imouto o iru,ada (makhluk hidup) adik perempuan,phrase,
"frase,verbphrase,variasi",ごはんをすます（れい23790）,,gohan o shimasu-23790,melakukan (sopan) nasi (var-23790),phrase,auto-pad
"frase,verbphrase,variasi",いぬをおきる（れい24935）,,inu o okiru-24935,bangun anjing (var-24935),phrase,auto-pad
"kata benda,benda,pertanyaan,variasi,variasi,variasi,variasi",おんがくはどこですか（れい21126）（れい24176）（れい24790）（れい25034）,,ongaku wa doko desu ka-21126-24176-24790-25034,Di mana musik? (var-21126) (var-24176) (var-24790) (var-25034),question,auto-pad
"frase,verbphrase,variasi,variasi,variasi",ちちをたべる（れい20079）（れい20254）（れい21050）,,chichi o taberu-20079-20254-21050,makan ayah (saya) (var-20079) (var-20254) (var-21050),phrase,auto-pad
