kategori,jepang,romaji,arti,tipe,catatan
sekolah,せんせい（れい5371）（れい5092）（れい2480）（れい9776）,sensei-5371-5092-2480-9776,guru (var-5371) (var-5092) (var-2480) (var-9776),kata benda,auto-var
sekolah,がっこう（れい3286）（れい5915）（れい2876）（れい2458）,gakkou-3286-5915-2876-2458,sekolah (var-3286) (var-5915) (var-2876) (var-2458),kata benda,auto-var
angka,に（れい3927）（れい4335）（れい2592）（れい3290）（れい4555）（れい4385）,ni-3927-4335-2592-3290-4555-4385,dua (var-3927) (var-4335) (var-2592) (var-3290) (var-4555) (var-4385),angka,auto-var
angka,に（れい7216）（れい4456）（れい9830）（れい4502）（れい8007）（れい2269）（れい8404）（れい2294）,ni-7216-4456-9830-4502-8007-2269-8404-2294,dua (var-7216) (var-4456) (var-9830) (var-4502) (var-8007) (var-2269) (var-8404) (var-2294),angka,auto-var
hobi,えいが（れい4582）（れい3677）（れい9595）（れい2562）,eiga-4582-3677-9595-2562,film (var-4582) (var-3677) (var-9595) (var-2562),kata benda,auto-var
frase,たべますがすきです（れい2139）（れい7227）（れい8532）（れい1527）（れい8357）,tabemasu ga suki desu-2139-7227-8532-1527-8357,Saya suka makan (sopan) (var-2139) (var-7227) (var-8532) (var-1527) (var-8357),frase,auto-var
frase,せんせいをみます（れい4657）（れい5662）（れい9621）,sensei o mimasu-4657-5662-9621,Menonton guru (var-4657) (var-5662) (var-9621),frase,auto-var
hobi,えいが（れい4582）（れい1711）（れい3266）（れい6804）（れい1634）（れい2193）（れい5890）,eiga-4582-1711-3266-6804-1634-2193-5890,film (var-4582) (var-1711) (var-3266) (var-6804) (var-1634) (var-2193) (var-5890),kata benda,auto-var
hobi,えいが（れい4582）（れい3677）（れい3442）（れい6153）,eiga-4582-3677-3442-6153,film (var-4582) (var-3677) (var-3442) (var-6153),kata benda,auto-var
frase,はじめましてがすきです（れい8517）（れい4111）（れい7658）（れい5689）,hajimemashite ga suki desu-8517-4111-7658-5689,Saya suka senang bertemu denganmu (var-8517) (var-4111) (var-7658) (var-5689),frase,auto-var
frase,ちちがすきです（れい4733）（れい1949）,chichi ga suki desu-4733-1949,Saya suka ayah (saya) (var-4733) (var-1949),frase,auto-var
keluarga,ちち（れい6514）（れい3287）（れい4545）（れい6095）,chichi-6514-3287-4545-6095,ayah (saya) (var-6514) (var-3287) (var-4545) (var-6095),kata benda,auto-var
keluarga,ちち（れい8433）（れい8368）（れい4438）,chichi-8433-8368-4438,ayah (saya) (var-8433) (var-8368) (var-4438),kata benda,auto-var
frase,いえにいきます（れい7924）（れい6820）（れい3340）（れい9797）（れい6138）（れい3170）（れい6198）（れい1417）（れい1209）,ie ni ikimasu-7924-6820-3340-9797-6138-3170-6198-1417-1209,Pergi ke rumah (var-7924) (var-6820) (var-3340) (var-9797) (var-6138) (var-3170) (var-6198) (var-1417) (var-1209),frase,auto-var
frase,にをみます（れい6574）（れい2958）（れい6150）（れい6411）（れい7406）,ni o mimasu-6574-2958-6150-6411-7406,Menonton dua (var-6574) (var-2958) (var-6150) (var-6411) (var-7406),frase,auto-var
frase,いえにいきます（れい7924）（れい6820）（れい3340）（れい9797）（れい4910）（れい4908）（れい2264）（れい3778）,ie ni ikimasu-7924-6820-3340-9797-4910-4908-2264-3778,Pergi ke rumah (var-7924) (var-6820) (var-3340) (var-9797) (var-4910) (var-4908) (var-2264) (var-3778),frase,auto-var
frase,たべますがすきです（れい2139）（れい7227）（れい6781）,tabemasu ga suki desu-2139-7227-6781,Saya suka makan (sopan) (var-2139) (var-7227) (var-6781),frase,auto-var
keluarga,おとうさん（れい2679）（れい1828）（れい9856）（れい7163）（れい7841）,otousan-2679-1828-9856-7163-7841,ayah (sopan) (var-2679) (var-1828) (var-9856) (var-7163) (var-7841),kata benda,auto-var
angka,に（れい3504）（れい8178）,ni-3504-8178,dua (var-3504) (var-8178),angka,auto-var
frase,ほんにいきます（れい3664）（れい5304）（れい6930）（れい5371）（れい2419）（れい3538）（れい6927）（れい8479）,hon ni ikimasu-3664-5304-6930-5371-2419-3538-6927-8479,Pergi ke buku (var-3664) (var-5304) (var-6930) (var-5371) (var-2419) (var-3538) (var-6927) (var-8479),frase,auto-var
frase,たべますがすきです（れい2139）（れい7227）（れい6912）（れい3063）（れい8138）（れい3213）,tabemasu ga suki desu-2139-7227-6912-3063-8138-3213,Saya suka makan (sopan) (var-2139) (var-7227) (var-6912) (var-3063) (var-8138) (var-3213),frase,auto-var
frase,ほんにいきます（れい4681）（れい8886）（れい9807）（れい2154）,hon ni ikimasu-4681-8886-9807-2154,Pergi ke buku (var-4681) (var-8886) (var-9807) (var-2154),frase,auto-var
frase,ほんにいきます（れい3664）（れい4432）（れい8450）（れい1972）（れい8831）,hon ni ikimasu-3664-4432-8450-1972-8831,Pergi ke buku (var-3664) (var-4432) (var-8450) (var-1972) (var-8831),frase,auto-var
keluarga,おとうさん（れい1488）（れい3615）（れい7498）（れい5136）（れい1845）（れい7852）,otousan-1488-3615-7498-5136-1845-7852,ayah (sopan) (var-1488) (var-3615) (var-7498) (var-5136) (var-1845) (var-7852),kata benda,auto-var
keluarga,おとうさん（れい2679）（れい4814）（れい5279）（れい3950）,otousan-2679-4814-5279-3950,ayah (sopan) (var-2679) (var-4814) (var-5279) (var-3950),kata benda,auto-var
frase,ほんにいきます（れい4681）（れい8886）（れい2137）（れい5397）,hon ni ikimasu-4681-8886-2137-5397,Pergi ke buku (var-4681) (var-8886) (var-2137) (var-5397),frase,auto-var
frase,たのしいをします（れい1841）（れい8195）（れい7143）,tanoshii o shimasu-1841-8195-7143,Melakukan menyenangkan (var-1841) (var-8195) (var-7143),frase,auto-var
kata sifat,たのしい（れい2424）（れい1520）（れい5552）（れい1916）（れい7252）（れい5352）（れい8110）（れい5847）（れい4065）,tanoshii-2424-1520-5552-1916-7252-5352-8110-5847-4065,menyenangkan (var-2424) (var-1520) (var-5552) (var-1916) (var-7252) (var-5352) (var-8110) (var-5847) (var-4065),kata sifat,auto-var
kata sifat,たのしい（れい2424）（れい1520）（れい5552）（れい2584）（れい9201）（れい8962）（れい8787）（れい3293）（れい9821）,tanoshii-2424-1520-5552-2584-9201-8962-8787-3293-9821,menyenangkan (var-2424) (var-1520) (var-5552) (var-2584) (var-9201) (var-8962) (var-8787) (var-3293) (var-9821),kata sifat,auto-var
frase,せんせいをみます（れい8428）（れい1998）（れい8508）（れい6280）,sensei o mimasu-8428-1998-8508-6280,Menonton guru (var-8428) (var-1998) (var-8508) (var-6280),frase,auto-var
hobi,えいが（れい4582）（れい9785）（れい5315）（れい8618）,eiga-4582-9785-5315-8618,film (var-4582) (var-9785) (var-5315) (var-8618),kata benda,auto-var
angka,に（れい3504）（れい3103）（れい3705）（れい7678）（れい7622）（れい6568）（れい4144）,ni-3504-3103-3705-7678-7622-6568-4144,dua (var-3504) (var-3103) (var-3705) (var-7678) (var-7622) (var-6568) (var-4144),angka,auto-var
keluarga,おとうさん（れい2679）（れい8651）（れい7745）,otousan-2679-8651-7745,ayah (sopan) (var-2679) (var-8651) (var-7745),kata benda,auto-var
keluarga,おとうさん（れい1488）（れい3615）（れい9479）（れい7669）（れい1692）,otousan-1488-3615-9479-7669-1692,ayah (sopan) (var-1488) (var-3615) (var-9479) (var-7669) (var-1692),kata benda,auto-var
keluarga,おとうさん（れい2679）（れい1828）（れい7868）（れい4963）（れい3126）（れい9740）,otousan-2679-1828-7868-4963-3126-9740,ayah (sopan) (var-2679) (var-1828) (var-7868) (var-4963) (var-3126) (var-9740),kata benda,auto-var
angka,に（れい3504）（れい3103）（れい2753）（れい9363）,ni-3504-3103-2753-9363,dua (var-3504) (var-3103) (var-2753) (var-9363),angka,auto-var
kata sifat,たのしい（れい7482）（れい1860）,tanoshii-7482-1860,menyenangkan (var-7482) (var-1860),kata sifat,auto-var
sekolah,せんせい（れい5012）（れい9442）,sensei-5012-9442,guru (var-5012) (var-9442),kata benda,auto-var
angka,に（れい3504）（れい3103）（れい3705）（れい7678）（れい8622）（れい5837）（れい2398）（れい9312）（れい5993）,ni-3504-3103-3705-7678-8622-5837-2398-9312-5993,dua (var-3504) (var-3103) (var-3705) (var-7678) (var-8622) (var-5837) (var-2398) (var-9312) (var-5993),angka,auto-var
frase,えいががすきです（れい1434）（れい3547）（れい9939）（れい8291）（れい6542）,eiga ga suki desu-1434-3547-9939-8291-6542,Saya suka film (var-1434) (var-3547) (var-9939) (var-8291) (var-6542),frase,auto-var
kata sifat,たのしい（れい2424）（れい2545）（れい6876）,tanoshii-2424-2545-6876,menyenangkan (var-2424) (var-2545) (var-6876),kata sifat,auto-var
angka,に（れい7216）（れい4456）（れい2796）（れい2776）（れい9464）（れい3273）（れい7286）,ni-7216-4456-2796-2776-9464-3273-7286,dua (var-7216) (var-4456) (var-2796) (var-2776) (var-9464) (var-3273) (var-7286),angka,auto-var
keluarga,おとうさん（れい1488）（れい3615）（れい2519）（れい2684）（れい8438）（れい1710）（れい5404）,otousan-1488-3615-2519-2684-8438-1710-5404,ayah (sopan) (var-1488) (var-3615) (var-2519) (var-2684) (var-8438) (var-1710) (var-5404),kata benda,auto-var
keluarga,おとうさん（れい2679）（れい1828）（れい7868）（れい4963）（れい3126）（れい7862）（れい4863）,otousan-2679-1828-7868-4963-3126-7862-4863,ayah (sopan) (var-2679) (var-1828) (var-7868) (var-4963) (var-3126) (var-7862) (var-4863),kata benda,auto-var
rumah_harian,いえ（れい9935）,ie-9935,rumah (var-9935),kata benda,auto-var
hobi,おんがく（れい7653）（れい9728）（れい8378）,ongaku-7653-9728-8378,musik (var-7653) (var-9728) (var-8378),kata benda,auto-var
frase,はじめましてがすきです（れい6718）（れい5183）,hajimemashite ga suki desu-6718-5183,Saya suka senang bertemu denganmu (var-6718) (var-5183),frase,auto-var
keluarga,おとうさん（れい2679）（れい8651）（れい9288）（れい6967）（れい6500）（れい4450）,otousan-2679-8651-9288-6967-6500-4450,ayah (sopan) (var-2679) (var-8651) (var-9288) (var-6967) (var-6500) (var-4450),kata benda,auto-var
frase,えいががすきです（れい2489）（れい4258）（れい9835）（れい9433）（れい5947）,eiga ga suki desu-2489-4258-9835-9433-5947,Saya suka film (var-2489) (var-4258) (var-9835) (var-9433) (var-5947),frase,auto-var
frase,いえにいきます（れい7924）（れい6820）（れい3340）（れい9797）（れい6138）（れい3170）（れい6262）（れい2584）,ie ni ikimasu-7924-6820-3340-9797-6138-3170-6262-2584,Pergi ke rumah (var-7924) (var-6820) (var-3340) (var-9797) (var-6138) (var-3170) (var-6262) (var-2584),frase,auto-var
angka,に（れい3927）（れい8633）（れい9019）（れい3711）,ni-3927-8633-9019-3711,dua (var-3927) (var-8633) (var-9019) (var-3711),angka,auto-var
kata kerja,たべる（れい1172）（れい7024）,taberu-1172-7024,makan (var-1172) (var-7024),kata kerja,auto-var
angka,に（れい7216）（れい4456）（れい2796）（れい2776）（れい7179）,ni-7216-4456-2796-2776-7179,dua (var-7216) (var-4456) (var-2796) (var-2776) (var-7179),angka,auto-var
hobi,えいが（れい4582）（れい1711）（れい7201）（れい5345）,eiga-4582-1711-7201-5345,film (var-4582) (var-1711) (var-7201) (var-5345),kata benda,auto-var
sekolah,がっこう（れい3286）（れい1106）（れい2674）（れい6764）（れい9619）（れい8267）（れい4164）,gakkou-3286-1106-2674-6764-9619-8267-4164,sekolah (var-3286) (var-1106) (var-2674) (var-6764) (var-9619) (var-8267) (var-4164),kata benda,auto-var
perkenalan,こんにちは（れい4257）（れい9318）（れい5876）,konnichiwa-4257-9318-5876,halo (var-4257) (var-9318) (var-5876),ungkapan,auto-var
sekolah,せんせい（れい5012）（れい8359）（れい5557）（れい6183）（れい6067）,sensei-5012-8359-5557-6183-6067,guru (var-5012) (var-8359) (var-5557) (var-6183) (var-6067),kata benda,auto-var
frase,たべますがすきです（れい1158）（れい1320）（れい8135）（れい9276）,tabemasu ga suki desu-1158-1320-8135-9276,Saya suka makan (sopan) (var-1158) (var-1320) (var-8135) (var-9276),frase,auto-var
angka,に（れい7216）（れい4456）（れい2796）（れい2776）（れい9464）（れい3273）（れい7286）（れい5055）（れい7642）,ni-7216-4456-2796-2776-9464-3273-7286-5055-7642,dua (var-7216) (var-4456) (var-2796) (var-2776) (var-9464) (var-3273) (var-7286) (var-5055) (var-7642),angka,auto-var
hobi,えいが（れい7118）（れい1822）（れい5941）（れい2940）（れい9167）（れい7333）（れい6742）,eiga-7118-1822-5941-2940-9167-7333-6742,film (var-7118) (var-1822) (var-5941) (var-2940) (var-9167) (var-7333) (var-6742),kata benda,auto-var
keluarga,ちち（れい6514）（れい6147）（れい4585）（れい5636）（れい9393）,chichi-6514-6147-4585-5636-9393,ayah (saya) (var-6514) (var-6147) (var-4585) (var-5636) (var-9393),kata benda,auto-var
frase,おんがくをします（れい8573）（れい6491）,ongaku o shimasu-8573-6491,Melakukan musik (var-8573) (var-6491),frase,auto-var
sekolah,せんせい（れい5012）（れい8359）（れい5557）（れい6183）（れい2894）（れい5313）,sensei-5012-8359-5557-6183-2894-5313,guru (var-5012) (var-8359) (var-5557) (var-6183) (var-2894) (var-5313),kata benda,auto-var
frase,せんせいをみます（れい9095）（れい5140）（れい5664）,sensei o mimasu-9095-5140-5664,Menonton guru (var-9095) (var-5140) (var-5664),frase,auto-var
sekolah,がっこう（れい3286）（れい1106）（れい2674）（れい2437）,gakkou-3286-1106-2674-2437,sekolah (var-3286) (var-1106) (var-2674) (var-2437),kata benda,auto-var
sekolah,せんせい（れい3697）（れい7930）（れい5342）（れい1897）（れい6221）,sensei-3697-7930-5342-1897-6221,guru (var-3697) (var-7930) (var-5342) (var-1897) (var-6221),kata benda,auto-var
sekolah,がっこう（れい3286）（れい1106）（れい2674）（れい1712）,gakkou-3286-1106-2674-1712,sekolah (var-3286) (var-1106) (var-2674) (var-1712),kata benda,auto-var
frase,にをみます（れい6574）（れい4752）（れい2040）（れい1241）（れい5333）（れい6050）（れい4680）（れい2124）,ni o mimasu-6574-4752-2040-1241-5333-6050-4680-2124,Menonton dua (var-6574) (var-4752) (var-2040) (var-1241) (var-5333) (var-6050) (var-4680) (var-2124),frase,auto-var
hobi,えいが（れい4582）（れい1711）（れい4130）（れい7532）（れい5096）,eiga-4582-1711-4130-7532-5096,film (var-4582) (var-1711) (var-4130) (var-7532) (var-5096),kata benda,auto-var
frase,たべるをみます（れい9751）（れい8749）（れい2786）（れい3955）（れい4122）,taberu o mimasu-9751-8749-2786-3955-4122,Menonton makan (var-9751) (var-8749) (var-2786) (var-3955) (var-4122),frase,auto-var
frase,たべるをみます（れい9751）（れい8749）（れい2786）（れい3955）（れい1272）,taberu o mimasu-9751-8749-2786-3955-1272,Menonton makan (var-9751) (var-8749) (var-2786) (var-3955) (var-1272),frase,auto-var
